198.056508	34.709779
198.818765	39.388638
199.580988	40.011785
200.343178	45.496125
201.105336	36.338670
201.867460	30.001655
202.629552	28.521026
203.391611	32.009801
204.153637	17.913553
204.915629	35.849331
205.677589	26.908821
206.439516	23.303669
207.201410	21.304471
207.963271	23.561480
208.725099	20.299311
209.486893	20.704689
210.248655	18.064544
211.010384	23.935195
211.772079	15.577207
212.533741	18.004126
213.295371	23.038072
214.056967	17.146337
214.818529	14.496378
215.580059	18.126140
216.341555	13.787865
217.103019	20.684280
217.864449	10.423700
218.625845	13.453515
219.387209	6.728190
220.148539	9.392232
220.909836	9.797267
221.671099	17.375982
222.432329	14.955148
223.193526	10.334264
223.954690	12.079693
224.715820	4.945396
225.476916	14.228846
226.237979	12.056126
226.999009	10.989514
227.760006	9.707361
228.520968	10.413185
229.281898	10.828354
230.042793	10.746503
230.803656	9.769553
231.564484	12.940104
232.325280	8.593944
233.086041	9.994540
233.846769	5.567467
234.607464	6.021322
235.368124	10.270530
236.128752	9.336370
236.889345	4.042388
237.649905	8.334915
238.410431	9.667145
239.170923	10.982345
239.931382	7.543770
240.691807	9.044620
241.452198	7.765677
242.212556	7.537838
242.972879	6.126304
243.733169	6.429076
244.493425	9.425114
245.253647	6.869550
246.013835	8.179168
246.773990	7.155398
247.534110	8.631449
248.294197	8.118776
249.054250	6.619724
249.814268	9.757685
250.574253	8.103493
251.334204	8.437909
252.094121	8.610607
252.854004	11.938889
253.613853	13.622225
254.373667	15.817833
255.133448	11.854160
255.893195	12.394068
256.652907	13.108711
257.412586	13.161447
258.172230	12.880366
258.931840	13.793782
259.691416	13.868958
260.450958	16.364035
261.210466	15.945863
261.969939	20.588664
262.729378	18.625292
263.488783	15.572902
264.248154	16.755641
265.007490	19.394597
265.766793	21.346837
266.526061	20.592103
267.285294	21.842652
268.044493	19.592775
268.803658	19.724597
269.562789	23.600405
270.321885	18.092851
271.080946	24.263565
271.839974	21.725276
272.598966	23.360621
273.357925	18.835365
274.116849	19.077092
274.875738	21.613178
275.634593	22.198002
276.393413	19.477618
277.152199	18.675846
277.910951	20.750807
278.669667	20.697811
279.428350	22.740138
280.186997	22.863804
280.945610	15.005244
281.704188	20.258909
282.462732	19.064982
283.221241	19.388751
283.979715	15.583051
284.738155	17.604010
285.496559	20.171268
286.254930	18.619660
287.013265	20.220121
287.771566	16.624710
288.529831	21.143969
289.288062	20.863140
290.046259	17.674632
290.804420	15.431631
291.562546	15.381141
292.320638	17.863808
293.078695	16.738372
293.836717	12.388315
294.594703	16.119144
295.352655	17.149344
296.110572	14.430847
296.868455	19.367011
297.626302	14.709077
298.384114	12.906539
299.141891	15.878988
299.899633	16.202920
300.657340	20.400781
301.415012	12.298426
302.172648	17.383222
302.930250	18.258105
303.687817	15.453029
304.445348	16.518028
305.202844	17.063842
305.960306	13.917762
306.717732	16.944662
307.475122	16.806079
308.232478	17.023277
308.989798	16.525254
309.747083	14.237400
310.504333	13.361865
311.261548	14.797182
312.018727	16.584318
312.775871	18.202430
313.532979	11.793672
314.290052	15.395256
315.047090	15.249178
315.804093	15.288100
316.561060	17.125659
317.317991	17.519917
318.074888	15.015322
318.831748	14.309554
319.588574	16.495379
320.345363	12.149452
321.102118	15.779686
321.858836	15.418839
322.615520	21.772356
323.372167	17.974430
324.128780	15.088246
324.885356	18.205110
325.641897	17.687252
326.398402	15.890385
327.154872	16.645438
327.911306	18.678617
328.667705	20.346910
329.424067	16.877878
330.180394	21.109918
330.936686	13.224528
331.692941	15.255392
332.449161	16.370331
333.205345	16.386119
333.961493	11.796032
334.717606	12.546156
335.473682	15.143850
336.229723	16.824107
336.985728	14.064917
337.741697	15.561428
338.497631	14.649634
339.253528	14.478376
340.009389	19.875967
340.765215	14.871128
341.521004	14.324710
342.276758	12.849815
343.032476	17.155783
343.788157	15.875646
344.543803	18.338573
345.299412	18.374902
346.054986	16.537039
346.810523	17.705765
347.566025	15.488882
348.321490	13.639385
349.076919	16.156078
349.832312	15.829801
350.587669	15.314624
351.342990	15.562498
352.098274	16.201282
352.853523	17.811550
353.608735	15.158216
354.363911	19.501680
355.119051	15.064827
355.874154	11.772990
356.629221	15.540319
357.384252	13.013180
358.139246	18.971837
358.894205	17.434516
359.649126	13.705850
360.404012	18.730139
361.158861	14.594883
361.913674	19.050398
362.668450	19.498242
363.423190	16.109472
364.177893	12.691318
364.932560	13.888099
365.687191	16.882379
366.441785	17.446693
367.196342	12.595256
367.950863	15.935344
368.705348	19.634383
369.459795	14.207414
370.214207	10.987295
370.968581	13.454344
371.722919	13.755561
372.477221	16.552609
373.231486	14.337818
373.985714	16.516776
374.739905	13.574592
375.494060	15.723901
376.248178	17.094584
377.002259	12.169872
377.756304	12.622211
